order_id,customer_id,customer_age,order_amount,order_date,payment_mode,city,delivery_days,is_delivered
,,25,N/A,,Debit Card,Hyderabad,2,True
ORD1945,,NA,250.5,2023-01-15,,mumbai,-1,no
ORD1946,CUST946,120,,2023/03/10,Credit Card,DELHI,three,True
,,-3,N/A,,upi,Mumbai,1,yes
ORD1948,,NA,499.99,invalid,,Mumbai,2,yes
,,,₹999,2023/03/10,upi,Delhi,7,False
,,-3,1200,2023/03/10,Cash,Bangalore,2,no
,user_951,-3,3500.75,2023-01-15,Credit Card,Hyderabad,5,yes
ORD1952,,120,₹999,invalid,Cash,DELHI,1,False
,user_953,NA,,2023/03/10,CARD,Hyderabad,three,False
,user_954,120,1200,2023-01-15,Cash,mumbai,1,yes
ORD1955,CUST955,120,,15/02/2023,CARD,,,
,CUST956,50,N/A,,CARD,,three,True
ORD1957,,-3,₹999,2023-01-15,,Mumbai,,no
ORD1958,user_958,35,₹999,invalid,Credit Card,Mumbai,5,yes
,user_959,65,N/A,15/02/2023,CARD,mumbai,1,yes
,,,₹999,invalid,UPI,,,False
ORD1961,user_961,65,₹999,,Credit Card,,three,True
,,NA,499.99,invalid,CARD,Mumbai,5,True
ORD1963,CUST963,120,₹999,invalid,Cash,DELHI,7,False
ORD1964,,NA,N/A,2023-01-15,UPI,mumbai,7,no
,,50,1200,invalid,Debit Card,mumbai,three,False
,,120,499.99,,Cash,Mumbai,5,no
,,65,,invalid,,Mumbai,,True
ORD1968,,120,250.5,,UPI,Mumbai,1,
ORD1969,,25,499.99,invalid,Debit Card,Hyderabad,7,
ORD1970,,18,N/A,,Cash,Hyderabad,7,yes
ORD1971,,120,1200,,CARD,Delhi,three,
ORD1972,,-3,250.5,2023-01-15,UPI,Mumbai,5,True
,,65,,2023/03/10,UPI,DELHI,7,False
ORD1974,CUST974,NA,250.5,15/02/2023,,mumbai,,no
ORD1975,,18,N/A,2023-01-15,upi,Bangalore,1,no
,,NA,N/A,2023-01-15,,mumbai,2,no
,user_977,65,250.5,invalid,CARD,Bangalore,1,no
,CUST978,18,250.5,2023-01-15,UPI,DELHI,7,yes
,,18,1200,invalid,,Hyderabad,,yes
,CUST980,,250.5,15/02/2023,Cash,Bangalore,,True
,,25,499.99,2023/03/10,CARD,DELHI,7,
,CUST982,25,N/A,15/02/2023,,Bangalore,2,yes
,,,₹999,,Credit Card,mumbai,2,False
,,120,250.5,2023/03/10,CARD,DELHI,1,
ORD1985,CUST985,35,₹999,15/02/2023,Debit Card,Mumbai,5,True
,,65,N/A,,Cash,,7,
,CUST987,50,,2023/03/10,,Bangalore,,yes
,,120,3500.75,2023/03/10,Cash,Bangalore,2,yes
ORD1989,,NA,1200,2023-01-15,UPI,Mumbai,three,no
,,25,₹999,15/02/2023,upi,Hyderabad,three,True
,,-3,3500.75,2023/03/10,CARD,Hyderabad,1,yes
,CUST992,NA,N/A,2023-01-15,CARD,,three,False
,,18,3500.75,,,Hyderabad,2,yes
,,,250.5,invalid,Debit Card,Bangalore,three,no
,user_995,-3,3500.75,15/02/2023,upi,Mumbai,1,True
,CUST996,18,,2023-01-15,Credit Card,Hyderabad,2,yes
,user_997,50,N/A,2023/03/10,Cash,Delhi,1,
ORD1998,,65,1200,2023-01-15,,Mumbai,2,False
,user_999,120,,15/02/2023,Debit Card,,-1,True
